37790;L;5527;8.01.1995;20.50;D;N;27019;MEDVODE;22;GORENJSKA CESTA;;C;PR;OP;O;N;AH;SU
37792;B;5541;7.01.1995;16.35;N;R;378;POSTOJNA-TREBIJA;1372;POSTOJNA-UNEC;;C;PD;OP;O;N;AZ;MO
37793;B;5506;9.01.1995;13.maj;N;M;10;ŠENTILJ - DEKANI;293;ŽELODNIK-DOMŽALE;;C;VR;NT;J;N;AH;SU
37795;B;5555;2.01.1995;20.20;D;N;55101;TOLMIN;22;TRG MARŠALA TITA;1;R;PD;BT;J;R;AH;SU
37797;B;5509;7.01.1995;15.30;N;M;1;KORENSKO SEDLO - BREGANA;219;IVANÈNA GORICA-BIÈ;;C;PR;OP;O;N;AH;SU
37799;B;5541;6.01.1995;18.38;D;N;41038;POSTOJNA;44;VOLARIÈEVA ULICA;;C;SV;BT;J;R;AZ;SL
37801;B;5527;5.01.1995;13.30;N;M;1;KORENSKO SEDLO - BREGANA;371;LJ(OBVOZNICA-DEL.DOM);;C;PV;OP;O;N;AH;SU
37802;B;5536;5.01.1995;13.00;N;R;350;M.SOBOTA-GEDEROVCI-MEJA A;1298;MURSKA SOBOTA-GEDEROVCI;;C;HI;BT;S;N;AZ;SP
37803;B;5562;3.01.1995;dec.30;D;N;62104;ŽALEC;4;CELJSKA CESTA;;C;HI;ÈT;J;N;AZ;SU
37805;B;5536;5.01.1995;15.okt;D;M;010-1;POÈEHOVA - LENDAVA;318;PETANJCI-M.SOBOTA;2;C;VR;NT;S;G;AZ;PP
37807;B;5562;5.01.1995;13.okt;D;V;62091;VRBJE-ŽALEC;0;NI ULIC;;C;HI;ÈT;S;R;AZ;SN
37809;B;5524;3.01.1995;14.40;N;A;00A10;ŠENTILJ - DEKANI;89;TITOVA-CELOVŠKA;;C;VR;NT;J;N;AH;SU
37810;B;5536;5.01.1995;avg.25;D;V;36050;KRAJNA;0;NI ULIC;;C;HI;BT;S;N;AZ;SP
37814;B;5562;5.01.1995;10.00;D;V;62038;LOÈICA OB SAVINJI;0;NI ULIC;;C;HI;ÈT;S;N;AZ;SN
37815;B;5507;4.01.1995;13.55;N;M;010-8;DRAVOGRAD-DOBOVEC-MEJA RH;1258;OTIŠKI VRH-SL.GRADEC;;R;PR;BT;J;N;AH;SU
37816;B;5536;5.01.1995;06.00;D;V;36123;TIŠINA;0;NI ULIC;;C;HI;OS;S;N;AZ;SP
37817;B;5562;5.01.1995;okt.30;D;V;62065;PONIKVA PRI ŽALCU;0;NI ULIC;;C;HI;OP;S;R;AZ;SN
37818;B;5524;3.01.1995;17.55;N;A;00A10;ŠENTILJ - DEKANI;87;ÈRNUÈE-TOMAÈEVO;;C;PD;BT;J;N;AH;SU
37820;B;5536;8.01.1995;16.35;D;R;355;MEJA M-HODOŠ-M.SOBOTA;1316;MARTJANCI-M.SOBOTA;53;C;SV;OP;O;N;AZ;SU
37821;B;5544;10.01.1995;01.00;D;N;44003;BLED;4;CESTA SVOBODE;;P;SV;BT;J;N;AZ;SU
37824;B;5562;5.01.1995;sep.30;N;L;98268;GALICIJA - HRAMŠE R339;0;NI ODSEKOV;;C;HI;OP;S;N;AZ;SN
37825;B;5536;7.01.1995;10.00;D;N;36080;MURSKA SOBOTA;19;KOCLJEVA ULICA;;C;PV;OS;O;N;AZ;SU
37829;B;5522;5.01.1995;11.okt;D;V;22016;GORNJA BISTRICA;0;NI ULIC;;C;HI;ÈT;O;R;AZ;SP
37830;B;5536;6.01.1995;7.maj;D;N;36103;RAKIÈAN;1;CANKARJEVA ULICA;;C;HI;TO;O;R;AH;SN
37833;B;5562;5.01.1995;nov.25;D;V;62034;LEVEC;0;NI ULIC;;C;PD;BT;J;R;AH;SN
